id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,www_2,tipoUniEco,latitud,longitud,fecha_alta,MAPS,IMAGEN 
895906,09015461212000482010000000U2,EL MITOTE,BAR EL MITOTE ,722412,Bares,6 a 10 personas,EJE VIAL,3 PONIENTE (MEDELLIN),CALLE,ZACATECAS,CALLE,QUERETARO,AVENIDA,INSURGENTES SUR,143,,,,,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1214,23,,,,http://,Fijo,19.41415037,-99.16523683,2014-12,"https://www.google.com/maps/@19.41415037,-99.16523683,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41415037,-99.16523683!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41415037%2C-99.16523683&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8030632,09016722412000711000000000M3,EL MONASTERIO DE LAS CERVEZAS,DISTRIBUIDOR DE CERVEZAS ARTESANALES Y MUNDIALES SA DE CV,722412,Bares,0 a 5 personas,AVENIDA,GENERAL MARIANO ESCOBEDO,CALLE,LAGO TRASIMENO,CALLE,FERROCARRIL DE CUERNAVACA,AVENIDA,MARINA NACIONAL,128,,,,,,COLONIA,MARIANO ESCOBEDO,,,,11310,9,CIUDAD DE M…XICO,16,MIGUEL HIDALGO,1,Miguel Hidalgo,393,21,,,,http://,Fijo,19.44716942,-99.18236303,2019-11,"https://www.google.com/maps/@19.44716942,-99.18236303,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44716942,-99.18236303!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44716942%2C-99.18236303&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
803062,09006722412000122000000000U4,EL NERVION,,722412,Bares,0 a 5 personas,EJE VIAL,5 ORIENTE (JAVIER ROJO GOMEZ),CALLE,SUR 20,CALLE,SUR 24,CALLE,ORIENTE 239-C,393,,,,,,COLONIA,AGRICOLA ORIENTAL,,,,8500,9,CIUDAD DE M…XICO,6,IZTACALCO,1,Iztacalco,518,8,5524566357,BAR.NERVION@GMAIL.COM,,http://,Fijo,19.3914959,-99.07410223,2010-07,"https://www.google.com/maps/@19.3914959,-99.07410223,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.3914959,-99.07410223!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.3914959%2C-99.07410223&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
988366,09003561310000021011000000U5,EL PADRINO,,722412,Bares,6 a 10 personas,CALZADA,CALZADA DEL HUESO,CALLE,HACIENDA TORRECILLAS,CALLE,HACIENDA VISTA HERMOSA,CALLE,HACIENDA DE LA FLOR,1054,P A,,,,,FRACCIONAMIENTO,VILLA QUIETUD,,,,4960,9,CIUDAD DE M…XICO,3,COYOAC¡N,1,Coyoac·n,1092,6,,,,http://,Fijo,19.29988939,-99.10463635,2010-07,"https://www.google.com/maps/@19.29988939,-99.10463635,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.29988939,-99.10463635!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.29988939%2C-99.10463635&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8030561,09016722412000701000000000U4,EL PUNTO,,722412,Bares,0 a 5 personas,AVENIDA,LOMAS DE SOTELO,CALLE,PRESA TEPUXTEPEC,AVENIDA,PROLONGACION CALZADA INGENIEROS MILITARES,CALLE,PRESA SALINILLAS,1130,D,,,,,COLONIA,LOMA HERMOSA,,,,11200,9,CIUDAD DE M…XICO,16,MIGUEL HIDALGO,1,Miguel Hidalgo,425,1,,,,http://,Fijo,19.44574274,-99.21696602,2019-11,"https://www.google.com/maps/@19.44574274,-99.21696602,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44574274,-99.21696602!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44574274%2C-99.21696602&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9073382,09015722412004941000000000U4,EL PUNTO,,722412,Bares,0 a 5 personas,CALLE,RIVERO,EJE VIAL,1 ORIENTE (AVENIDA DEL TRABAJO),CALLE,TOLTECAS,CALLE,TOLTECAS,100,,PASAJE Y ANDADOR COMERCIAL,PLANTA BAJA,,,COLONIA,MORELOS,PASAJE Y ANDADOR COMERCIAL,PASAJE Y ANDADOR COMERCIAL SIN NOMBRE,31,6200,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,358,1,,,,http://,Fijo,19.44751455,-99.1273233,2019-11,"https://www.google.com/maps/@19.44751455,-99.1273233,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44751455,-99.1273233!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44751455%2C-99.1273233&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8228386,09002722412000553000000000U9,EL RIBS CERVECERIA,,722412,Bares,11 a 30 personas,AVENIDA,AQUILES SERDAN,CALLE,ZEMPOALTECAS,CALLE,TOTONACAS,CALLE,TOTONACAS,,SN,,,,,COLONIA,TEZOZOMOC,,,,2459,9,CIUDAD DE M…XICO,2,AZCAPOTZALCO,1,Azcapotzalco,260,20,,,,http://,Fijo,19.49149366,-99.19628659,2019-11,"https://www.google.com/maps/@19.49149366,-99.19628659,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.49149366,-99.19628659!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.49149366%2C-99.19628659&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8707042,09009722412000061000000000U8,EL RINCON BOTANERO,,722412,Bares,0 a 5 personas,CALLE,GUADALUPE VICTORIA,CALLE,IGNACIO ZARAGOZA ORIENTE,CALLE,CUAUHTEMOC,AVENIDA,JOS… MARÕA MORELOS,122,,MERCADO PUBLICO,PLANTA BAJA,40,,PUEBLO,SAN ANTONIO TECOMITL,MERCADO PUBLICO,MERCADO JUAREZ,40,12100,9,CIUDAD DE M…XICO,9,MILPA ALTA,11,San Antonio TecÛmitl,401,13,,,,http://,Fijo,19.21932138,-98.99471226,2019-11,"https://www.google.com/maps/@19.21932138,-98.99471226,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.21932138,-98.99471226!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.21932138%2C-98.99471226&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7627174,09012722412000931000000000U6,EL SHEVE DE COAPA,,722412,Bares,0 a 5 personas,CALLE,AVENIDA PROLONGACION CANAL DE MIRAMONTES,CALLE,DIVISION DEL NORTE,CALLE,BETANCOURT,AVENIDA,PROLONGACI”N DIVISI”N DEL NORTE,33,,,,0,,COLONIA,EX HACIENDA DE SAN JUAN DE DIOS,,,,14387,9,CIUDAD DE M…XICO,12,TLALPAN,1,Tlalpan,708,30,,,,http://,Fijo,19.28644985,-99.12874943,2019-11,"https://www.google.com/maps/@19.28644985,-99.12874943,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.28644985,-99.12874943!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.28644985%2C-99.12874943&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
903344,09014722412000653000000000U2,EL SONORENCE GRILL AND BAR,,722412,Bares,11 a 30 personas,CALLE,LUIS SPOTA,EJE VIAL,CENTRAL (LAZARO CARDENAS),CALLE,RAFAEL MARTINEZ RIP RIP,CALLE,LUIS BRAILLE,165,,,,,,COLONIA,INDEPENDENCIA,,,,3630,9,CIUDAD DE M…XICO,14,BENITO JU¡REZ,1,Benito Ju·rez,469,27,,,,http://,Fijo,19.37755074,-99.14791669,2014-12,"https://www.google.com/maps/@19.37755074,-99.14791669,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.37755074,-99.14791669!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.37755074%2C-99.14791669&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1020041,09015461160001641001000000U3,EL TAPATIO,,722412,Bares,0 a 5 personas,CALLE,SERAPIO RENDON,CALLE,MAESTRO ANTONIO CASO,PRIVADA,BLANCA,CALLE,SADI CARNOT,88,3,,,0,,COLONIA,SAN RAFAEL,,,,6470,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,697,4,5555466671,GAFRITE@HOTMAIL.COM,,http://,Fijo,19.4363859,-99.15984518,2014-12,"https://www.google.com/maps/@19.4363859,-99.15984518,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.4363859,-99.15984518!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.4363859%2C-99.15984518&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1014598,09003722412000302001000000U9,EL TARRO DE COYOACAN,,722412,Bares,0 a 5 personas,CALLE,FELIPE CARRILLO PUERTO,CALLE,FRANCISCO ORTEGA,ANDADOR,PLAZA JARDIN CENTENARIO,CALLE,TRES CRUCES,9,,,,,B,COLONIA,DEL CARMEN,,,,4000,9,CIUDAD DE M…XICO,3,COYOAC¡N,1,Coyoac·n,130,31,62790671,,,http://,Fijo,19.34848654,-99.16340232,2010-07,"https://www.google.com/maps/@19.34848654,-99.16340232,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.34848654,-99.16340232!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.34848654%2C-99.16340232&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7268504,09017722412000921000000000U6,EL TERCER TIEMPOI,,722412,Bares,0 a 5 personas,EJE VIAL,2 ORIENTE (HONORABLE CONGRESO DE LA UNION),EJE VIAL,3 SUR (MORELOS),AVENIDA,CALZADA MAGDALENA MIXHUCA,CALLE,MELCHOR OCAMPO,438,,,,,,COLONIA,MAGDALENA MIXHUCA,,,,15850,9,CIUDAD DE M…XICO,17,VENUSTIANO CARRANZA,1,Venustiano Carranza,1401,22,,,,http://,Fijo,19.40996598,-99.12152528,2019-11,"https://www.google.com/maps/@19.40996598,-99.12152528,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.40996598,-99.12152528!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.40996598%2C-99.12152528&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
862898,09012722412000421000000000U8,EL TORITO,RESTAURANTE BAR ,722412,Bares,0 a 5 personas,CALZADA,CALZADA DEL HUESO,CALLE,NINGUNO,CALLE,FRESALES,CALZADA,CALZADA DEL HUESO,1025,,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,14,H,COLONIA,GRANJAS COAPA,CENTRO Y PLAZA COMERCIAL,PLAZA CUEMANCO COAPA,14 H,14330,9,CIUDAD DE M…XICO,12,TLALPAN,1,Tlalpan,1975,47,5518229099,,,http://,Fijo,19.29955831,-99.10612598,2010-07,"https://www.google.com/maps/@19.29955831,-99.10612598,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.29955831,-99.10612598!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.29955831%2C-99.10612598&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8138013,09007722412001273000000000U2,EL TORO,,722412,Bares,11 a 30 personas,CALLE,LUIS CERVANTES,CALLE,PROVIDENCIA,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,C¡RCEL DE MUJERES,,SN,,,,,PUEBLO,SANTA MARTHA ACATITLA,,,,9510,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,1138,20,,,,http://,Fijo,19.35862647,-99.00093292,2019-11,"https://www.google.com/maps/@19.35862647,-99.00093292,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.35862647,-99.00093292!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.35862647%2C-99.00093292&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8489296,09014722412001071000000000U6,EL VASO ROJO,,722412,Bares,0 a 5 personas,CALLE,JUAN SANCHEZ AZCONA,CALLE,LUZ SAVI—ON,AVENIDA,DIAGONAL SAN ANTONIO,AVENIDA,DIAGONAL SAN ANTONIO,572,,,,,,COLONIA,NARVARTE PONIENTE,,,,3020,9,CIUDAD DE M…XICO,14,BENITO JU¡REZ,1,Benito Ju·rez,257,7,,,,http://,Fijo,19.39151205,-99.16062001,2019-11,"https://www.google.com/maps/@19.39151205,-99.16062001,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.39151205,-99.16062001!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.39151205%2C-99.16062001&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9278881,09004722412000151000000000U8,EN VIVO CANTA BAR,EN VIVO CANTA BAR ,722412,Bares,0 a 5 personas,AVENIDA,JUAN SALVADOR AGRAZ,AUTOPISTA,MEXICO-TOLUCA,AVENIDA,TAMAULIPAS,CALLE,MARIO PANI,130,,,,,,COLONIA,LOMAS DE SANTA FE,,,,5348,9,CIUDAD DE M…XICO,4,CUAJIMALPA DE MORELOS,1,Cuajimalpa de Morelos,369,77,,MARCOANGEL13@HOTMAIL.COM,WWW.ENVIVOCANTABAR.COM,http://WWW.ENVIVOCANTABAR.COM,Fijo,19.35802474,-99.27720243,2020-11,"https://www.google.com/maps/@19.35802474,-99.27720243,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.35802474,-99.27720243!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.35802474%2C-99.27720243&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1029018,09015812110004611000000000U1,ER SALON ALDO ALCANTARA VIP ES COMO DISCO,,722412,Bares,6 a 10 personas,CALLE,AMBERES,CALLE,LONDRES,CALLE,LIVERPOOL,CALLE,G…NOVA,58,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,JUAREZ,,,,6600,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,095A,1,,,,http://,Fijo,19.42478614,-99.16482018,2010-07,"https://www.google.com/maps/@19.42478614,-99.16482018,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42478614,-99.16482018!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42478614%2C-99.16482018&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9014410,09015722412005191000048069S5,ESSAI,JUGUETES DE ALIMENTOS SA DE CV,722412,Bares,0 a 5 personas,AVENIDA,NUEVO LEON,AVENIDA,CAMPECHE,CALLE,MEXICALI,CALLE,OMETUSCO,163,B,,,,,COLONIA,HIPODROMO CONDESA,,,,6100,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1337,10,,,,http://,Fijo,19.40793879,-99.17242071,2019-11,"https://www.google.com/maps/@19.40793879,-99.17242071,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.40793879,-99.17242071!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.40793879%2C-99.17242071&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8007453,09015722412004233000000000U6,ESTABLECIMIENTO DE RESTAURANTE BAR LA RESAKA,,722412,Bares,11 a 30 personas,CALLE,ZARCO,EJE VIAL,1 NORTE (MOSQUETA),CALLE,MOCTEZUMA,CALLE,H…ROES,118,A,,,,,COLONIA,GUERRERO,,,,6300,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,056A,4,,,,http://,Fijo,19.44464969,-99.14529187,2019-11,"https://www.google.com/maps/@19.44464969,-99.14529187,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44464969,-99.14529187!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44464969%2C-99.14529187&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
948401,09009722412000021000000000U2,EXPENDIO DE PULQUE,,722412,Bares,0 a 5 personas,CALLE,INSURGENTES,CALLE,VICENTE GUERRERO,CALLE,AHUALAPA,CALLE,20 DE NOVIEMBRE,0,SN,,,0,,COLONIA,EMILIANO ZAPATA PRIMERA SECCION,,,,13710,9,CIUDAD DE M…XICO,9,MILPA ALTA,300,San Nicol·s Tetelco,632,14,,,,http://,Fijo,19.21081783,-98.97057002,2014-12,"https://www.google.com/maps/@19.21081783,-98.97057002,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.21081783,-98.97057002!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.21081783%2C-98.97057002&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7705774,09008722412000151000000000U9,EXPENDIO DE PULQUE LOS ANGELES,,722412,Bares,0 a 5 personas,AVENIDA,SAN BERNABE,CALLE,SALVADOR TREJO,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,CALLE,BARRANCA HONDA,125,,,,0,,COLONIA,BATAN VIEJO,,,,10200,9,CIUDAD DE M…XICO,8,MAGDALENA CONTRERAS,1,La Magdalena Contreras,48,29,,,,http://,Fijo,19.33567177,-99.21085976,2019-11,"https://www.google.com/maps/@19.33567177,-99.21085976,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.33567177,-99.21085976!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.33567177%2C-99.21085976&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1015436,09003722412000161000000000U9,EXPENDIO DE PULQUE LOS PASEOS DE SANTA ANITA,,722412,Bares,0 a 5 personas,CALLE,CENTENARIO,CALLE,VIENA,CALLE,MADRID,CALLE,IGNACIO ALDAMA,128,A,,,,,COLONIA,DEL CARMEN,,,,4100,9,CIUDAD DE M…XICO,3,COYOAC¡N,1,Coyoac·n,22,12,,,,http://,Fijo,19.3570609,-99.16360213,2010-07,"https://www.google.com/maps/@19.3570609,-99.16360213,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.3570609,-99.16360213!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.3570609%2C-99.16360213&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
970659,09013722412000101000000000U4,EXPENDIO DE PULQUE NOMAS NO LLORES,,722412,Bares,0 a 5 personas,CALLE,CALLEJON GALEANA,CALLE,NI—OS HEROES,CALLE,CERRADA 5 DE MAYO,CALLE,ACUEDUCTO ALDAMA,6,,,,0,,COLONIA,SANTA MARIA TEPEPAN,,,,16020,9,CIUDAD DE M…XICO,13,XOCHIMILCO,1,Xochimilco,14,25,,,WWW.NOMASNOLLORES.COM,http://WWW.NOMASNOLLORES.COM,Fijo,19.27951057,-99.13492264,2010-07,"https://www.google.com/maps/@19.27951057,-99.13492264,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.27951057,-99.13492264!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.27951057%2C-99.13492264&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7641921,09013722412000511000000000U4,EXPENDIO DE PULQUE SIN NOMBRE,,722412,Bares,0 a 5 personas,CALLE,MARCOS JIMENEZ,CALLE,JOSE BELTRAN,CALLE,MARCOS JIMENEZ,CALLE,TERCERA CERRADA JOS… BELTR¡N,6,LT,,,0,,COLONIA,CERRILLOS 2A SECCION,,,,16780,9,CIUDAD DE M…XICO,13,XOCHIMILCO,1,Xochimilco,1192,1,,,,http://,Fijo,19.24608298,-99.01721708,2019-11,"https://www.google.com/maps/@19.24608298,-99.01721708,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.24608298,-99.01721708!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.24608298%2C-99.01721708&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9380611,09007722412001441000000000U5,EXPENDIO DE PULQUE SIN NOMBRE,,722412,Bares,0 a 5 personas,CALLE,AVENIDA REFORMA,CALLE,JESUS GARIBAY,CALLE,LAS TORRES,CALLE,VISTA HERMOSA,6,MANZANA 20,,,,,COLONIA,LOMAS DE SAN LORENZO,,,,,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,1994,31,,,,http://,Fijo,19.31988251,-99.06604676,2021-11,"https://www.google.com/maps/@19.31988251,-99.06604676,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.31988251,-99.06604676!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.31988251%2C-99.06604676&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1040638,09013722412000071000000000U9,EXPENDIO DE PULQUES TE VOLVÕ A VER,,722412,Bares,0 a 5 personas,CALLE,BELISARIO DOMINGUEZ,CALLE,HERMENEGILDO GALEANA (NI—OS HEROES),CALLE,NICOLAS BRAVO,CALLE,AVENIDA DE LA PAZ,25,,,,,,BARRIO,CALYEQUITA,,,,16750,9,CIUDAD DE M…XICO,13,XOCHIMILCO,1,Xochimilco,565,8,,,,http://,Fijo,19.25322486,-99.01107464,2010-07,"https://www.google.com/maps/@19.25322486,-99.01107464,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.25322486,-99.01107464!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.25322486%2C-99.01107464&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9184815,09015722412005141000000000U0,EXPENDIO MALA VIDA,,722412,Bares,0 a 5 personas,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTEMOC),EJE VIAL,2 SUR (DOCTOR OLVERA),CALLE,DOCTOR M. GARCIA DIEGO,CALLE,DOCTOR MANUEL VILLADA,190,B,,,,,COLONIA,DOCTORES,,,,6720,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1125,6,,,,http://,Fijo,19.41610446,-99.15431973,2019-11,"https://www.google.com/maps/@19.41610446,-99.15431973,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41610446,-99.15431973!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41610446%2C-99.15431973&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
687547,09016722411000063000020536S1,FAT CROW,OPERADORA TRISORA SAPI DE CV,722411,Centros nocturnos,11 a 30 personas,AVENIDA,EJ…RCITO NACIONAL MEXICANO,AVENIDA,FERROCARRIL DE CUERNAVACA,BOULEVARD,MIGUEL DE CERVANTES SAAVEDRA,AVENIDA,MOLIERE,843,,,,101,,COLONIA,GRANADA,CENTRO Y PLAZA COMERCIAL,PLAZA ANTARA,101,11520,9,CIUDAD DE M…XICO,16,MIGUEL HIDALGO,1,Miguel Hidalgo,444,13,,RENE.RIVERA@CINBERSOL.COM,,http://,Fijo,19.43859172,-99.20289719,2014-12,"https://www.google.com/maps/@19.43859172,-99.20289719,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43859172,-99.20289719!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43859172%2C-99.20289719&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
987250,09003722412000292001000000U2,FE DE CIEGOS BODEGA,,722412,Bares,11 a 30 personas,CALZADA,CALZADA DE LAS BOMBAS,CALLE,SANTA CECILIA,CALLE,CAPITANA MANUELA MEDINA,CALLE,SANTA CECILIA,784,,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,3,,COLONIA,CAFETALES,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,12 Y 13,4918,9,CIUDAD DE M…XICO,3,COYOAC¡N,1,Coyoac·n,1181,48,,CHASASKAS34@HOTMAIL.COM,,http://,Fijo,19.31039658,-99.10819735,2010-07,"https://www.google.com/maps/@19.31039658,-99.10819735,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.31039658,-99.10819735!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.31039658%2C-99.10819735&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8139509,09007722412001351000000000U6,FLOWERS,,722412,Bares,0 a 5 personas,CALLE,ELISA,CERRADA,CERRADA DE AIDA,CERRADA,CERRADA DE REBECA,CALLE,CUARTA CERRADA PRIMAVERA,8,2,,,0,,COLONIA,SANTIAGO ACAHUALTEPEC 2A. AMPLIACION,,,,9609,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,4946,15,,,,http://,Fijo,19.34760656,-99.01452385,2019-11,"https://www.google.com/maps/@19.34760656,-99.01452385,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.34760656,-99.01452385!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.34760656%2C-99.01452385&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7768024,09002722412000592000000000S7,FLY BOYS,,722412,Bares,6 a 10 personas,AVENIDA,AQUILES SERDAN,AVENIDA,EL ROSARIO,CALLE,OSA MAYOR,CALLE,RÕO BLANCO,1025,,CENTRO Y PLAZA COMERCIAL,PISO 2,0,CR-01A,COLONIA,EL ROSARIO,CENTRO Y PLAZA COMERCIAL,TOWN CENTER EL ROSARIO,CR-01A,2100,9,CIUDAD DE M…XICO,2,AZCAPOTZALCO,1,Azcapotzalco,928,9,,,,http://,Fijo,19.50302436,-99.20521224,2019-11,"https://www.google.com/maps/@19.50302436,-99.20521224,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.50302436,-99.20521224!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.50302436%2C-99.20521224&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8652467,09007722412000831000000000U8,FONDA SNAKS LAS MICHES DEL RO,,722412,Bares,0 a 5 personas,CALLE,ATANASIO G. SARABIA,CALLE,SUR 113-A,CALLE,GENERAL ANTONIO CARDENAS RODRIGUEZ,CALLE,JORGE ENCISO,,SN,,,,,COLONIA,HEROES DE CHURUBUSCO,,,,9060,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,943,10,,,,http://,Fijo,19.36099667,-99.11506171,2019-11,"https://www.google.com/maps/@19.36099667,-99.11506171,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.36099667,-99.11506171!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.36099667%2C-99.11506171&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
